"Time","total_AV_B_a","total_AV_B_b","total_A_VB_a","total_A_VB_b","total_AV_VB_a","total_AV_VB_b","total_A_V_B_a","total_A_V_B_b"
31.4,293604.44,292455.22,293603.38,292369.12,293603.38,292219.09,293604.44,292588.5
31.5,293604.44,292476.22,293603.38,292391,293603.38,292243,293604.44,292607.5
31.6,293604.44,292496.84,293603.38,292412.47,293603.38,292266.53,293604.44,292626.12
31.700001,293604.44,292517.06,293603.38,292433.56,293603.38,292289.66,293604.44,292644.41
31.799999,293604.44,292536.91,293603.38,292454.31,293603.38,292312.38,293604.41,292662.31
31.9,293604.44,292556.38,293603.38,292474.66,293603.38,292334.72,293604.41,292679.88
32,293604.44,292575.5,293603.38,292494.66,293603.38,292356.69,293604.41,292697.09
32.099998,293604.44,292594.25,293603.38,292514.31,293603.38,292378.25,293604.41,292713.97
32.200001,293604.44,292612.62,293603.38,292533.59,293603.38,292399.47,293604.41,292730.5
32.299999,293604.44,292630.66,293603.38,292552.56,293603.38,292420.31,293604.41,292746.72
32.400002,293604.41,292648.34,293603.38,292571.16,293603.38,292440.78,293604.41,292762.62
32.5,293604.41,292665.69,293603.38,292589.44,293603.38,292460.91,293604.41,292778.22
32.599998,293604.41,292682.72,293603.38,292607.41,293603.38,292480.69,293604.41,292793.5
32.700001,293604.41,292699.41,293603.38,292625.03,293603.38,292500.09,293604.41,292808.47
32.799999,293604.41,292715.78,293603.38,292642.31,293603.38,292519.19,293604.41,292823.16
32.900002,293604.41,292731.84,293603.34,292659.31,293603.38,292537.94,293604.41,292837.56
33,293604.41,292747.59,293603.34,292676,293603.38,292556.38,293604.41,292851.66
33.099998,293604.41,292763.03,293603.34,292692.38,293603.38,292574.47,293604.41,292865.5
33.200001,293604.41,292778.19,293603.34,292708.47,293603.38,292592.25,293604.41,292879.03
33.299999,293604.41,292793.06,293603.34,292724.25,293603.38,292609.69,293604.41,292892.34
33.400002,293604.41,292807.62,293603.34,292739.75,293603.38,292626.84,293604.41,292905.34
33.5,293604.41,292821.91,293603.34,292754.97,293603.34,292643.69,293604.41,292918.12
33.599998,293604.41,292835.94,293603.34,292769.91,293603.34,292660.25,293604.41,292930.66
33.700001,293604.41,292849.69,293603.34,292784.59,293603.34,292676.5,293604.41,292942.91
33.799999,293604.41,292863.16,293603.34,292798.97,293603.34,292692.47,293604.41,292954.94
33.900002,293604.41,292876.41,293603.34,292813.12,293603.34,292708.16,293604.41,292966.75
34,293604.41,292889.38,293603.34,292827,293603.34,292723.56,293604.41,292978.31
34.099998,293604.41,292902.09,293603.34,292840.62,293603.34,292738.69,293604.41,292989.66
34.200001,293604.41,292914.56,293603.34,292854,293603.34,292753.53,293604.41,293000.75
34.299999,293604.41,292926.81,293603.34,292867.12,293603.34,292768.12,293604.41,293011.66
34.400002,293604.41,292938.81,293603.34,292880,293603.34,292782.44,293604.41,293022.34
34.5,293604.41,292950.59,293603.34,292892.66,293603.34,292796.53,293604.41,293032.81
34.599998,293604.41,292962.16,293603.34,292905.06,293603.34,292810.34,293604.38,293043.09
34.700001,293604.41,292973.5,293603.34,292917.25,293603.34,292823.91,293604.38,293053.19
34.799999,293604.41,292984.62,293603.34,292929.22,293603.34,292837.25,293604.38,293063.06
34.900002,293604.41,292995.53,293603.34,292940.97,293603.34,292850.34,293604.38,293072.75
35,293604.41,293006.25,293603.34,292952.5,293603.34,292863.19,293604.38,293082.25
35.099998,293604.41,293016.75,293603.34,292963.81,293603.34,292875.81,293604.38,293091.59
35.200001,293604.38,293027.03,293603.34,292974.94,293603.34,292888.22,293604.38,293100.72
35.299999,293604.38,293037.16,293603.34,292985.84,293603.34,292900.41,293604.38,293109.72
35.400002,293604.38,293047.09,293603.34,292996.56,293603.34,292912.38,293604.38,293118.5
35.5,293604.38,293056.81,293603.34,293007.06,293603.34,292924.12,293604.38,293127.16
35.599998,293604.38,293066.38,293603.34,293017.41,293603.34,292935.66,293604.38,293135.62
35.700001,293604.38,293075.75,293603.34,293027.53,293603.34,292947,293604.38,293143.94
35.799999,293604.38,293084.97,293603.34,293037.47,293603.34,292958.12,293604.38,293152.09
35.900002,293604.38,293094,293603.34,293047.25,293603.34,292969.06,293604.38,293160.09
36,293604.38,293102.88,293603.34,293056.84,293603.34,292979.81,293604.38,293167.94
36.099998,293604.38,293111.56,293603.31,293066.28,293603.34,292990.34,293604.38,293175.66
36.200001,293604.38,293120.12,293603.31,293075.53,293603.34,293000.72,293604.38,293183.22
36.299999,293604.38,293128.5,293603.31,293084.59,293603.34,293010.88,293604.38,293190.62
36.400002,293604.38,293136.75,293603.31,293093.53,293603.34,293020.88,293604.38,293197.91
36.5,293604.38,293144.84,293603.31,293102.28,293603.34,293030.72,293604.38,293205.06
36.599998,293604.38,293152.78,293603.31,293110.88,293603.34,293040.38,293604.38,293212.09
36.700001,293604.38,293160.56,293603.31,293119.34,293603.31,293049.84,293604.38,293219
36.799999,293604.38,293168.22,293603.31,293127.62,293603.31,293059.16,293604.38,293225.75
36.900002,293604.38,293175.75,293603.31,293135.78,293603.31,293068.31,293604.38,293232.41
37,293604.38,293183.12,293603.31,293143.78,293603.31,293077.31,293604.38,293238.94
37.099998,293604.38,293190.41,293603.31,293151.66,293603.31,293086.12,293604.38,293245.34
37.200001,293604.38,293197.53,293603.31,293159.38,293603.31,293094.81,293604.38,293251.62
37.299999,293604.38,293204.53,293603.31,293166.97,293603.31,293103.34,293604.38,293257.81
37.400002,293604.38,293211.41,293603.31,293174.41,293603.31,293111.72,293604.38,293263.88
37.5,293604.38,293218.16,293603.31,293181.72,293603.31,293119.97,293604.38,293269.84
37.599998,293604.38,293224.78,293603.31,293188.94,293603.31,293128.06,293604.38,293275.69
37.700001,293604.38,293231.31,293603.31,293196,293603.31,293136,293604.38,293281.47
37.799999,293604.38,293237.72,293603.31,293202.94,293603.31,293143.81,293604.38,293287.09
37.900002,293604.38,293244,293603.31,293209.75,293603.31,293151.5,293604.38,293292.66
38,293604.38,293250.19,293603.31,293216.44,293603.31,293159.06,293604.38,293298.09
38.099998,293604.38,293256.28,293603.31,293223.03,293603.31,293166.47,293604.38,293303.47
38.200001,293604.38,293262.25,293603.31,293229.5,293603.31,293173.75,293604.38,293308.72
38.299999,293604.38,293268.12,293603.31,293235.84,293603.31,293180.94,293604.38,293313.91
38.400002,293604.38,293273.88,293603.31,293242.09,293603.31,293187.97,293604.38,293318.97
38.5,293604.38,293279.53,293603.31,293248.22,293603.31,293194.88,293604.38,293323.97
38.599998,293604.38,293285.09,293603.31,293254.25,293603.31,293201.69,293604.38,293328.84
38.700001,293604.38,293290.56,293603.31,293260.19,293603.31,293208.38,293604.38,293333.66
38.799999,293604.38,293295.94,293603.31,293266,293603.31,293214.94,293604.38,293338.41
38.900002,293604.38,293301.22,293603.31,293271.72,293603.31,293221.41,293604.38,293343.03
39,293604.38,293306.41,293603.31,293277.31,293603.31,293227.72,293604.38,293347.59
39.099998,293604.38,293311.5,293603.31,293282.84,293603.31,293233.97,293604.38,293352.06
39.200001,293604.38,293316.5,293603.31,293288.25,293603.31,293240.09,293604.38,293356.47
39.299999,293604.38,293321.41,293603.31,293293.56,293603.31,293246.12,293604.38,293360.78
39.400002,293604.38,293326.25,293603.31,293298.81,293603.31,293252.03,293604.38,293365.03
39.5,293604.38,293331.03,293603.31,293303.97,293603.31,293257.88,293604.38,293369.22
39.599998,293604.38,293335.69,293603.31,293309.03,293603.31,293263.59,293604.38,293373.34
39.700001,293604.38,293340.31,293603.31,293314,293603.31,293269.22,293604.38,293377.38
39.799999,293604.38,293344.81,293603.31,293318.88,293603.31,293274.78,293604.38,293381.34
39.900002,293604.38,293349.28,293603.31,293323.69,293603.31,293280.22,293604.38,293385.22
40,293604.38,293353.62,293603.31,293328.41,293603.31,293285.56,293604.38,293389.06
40.099998,293604.38,293357.94,293603.31,293333.06,293603.31,293290.81,293604.38,293392.81
40.200001,293604.38,293362.16,293603.31,293337.62,293603.31,293296,293604.38,293396.53
40.299999,293604.38,293366.31,293603.31,293342.09,293603.31,293301.09,293604.38,293400.16
40.400002,293604.38,293370.38,293603.31,293346.5,293603.31,293306.09,293604.38,293403.72
40.5,293604.38,293374.41,293603.31,293350.84,293603.31,293311,293604.34,293407.25
40.599998,293604.38,293378.34,293603.31,293355.09,293603.31,293315.84,293604.34,293410.69
40.700001,293604.38,293382.22,293603.31,293359.28,293603.31,293320.59,293604.34,293414.09
40.799999,293604.38,293386.03,293603.31,293363.41,293603.31,293325.28,293604.34,293417.44
40.900002,293604.38,293389.78,293603.31,293367.44,293603.31,293329.88,293604.34,293420.72
41,293604.38,293393.44,293603.31,293371.44,293603.31,293334.41,293604.34,293423.91
41.099998,293604.38,293397.06,293603.31,293375.34,293603.31,293338.84,293604.34,293427.09
41.200001,293604.38,293400.62,293603.31,293379.19,293603.31,293343.22,293604.34,293430.19
41.299999,293604.34,293404.12,293603.31,293382.97,293603.31,293347.5,293604.34,293433.25
41.400002,293604.34,293407.56,293603.31,293386.66,293603.31,293351.75,293604.34,293436.25
41.5,293604.34,293410.94,293603.31,293390.31,293603.31,293355.91,293604.34,293439.19
41.599998,293604.34,293414.28,293603.31,293393.91,293603.31,293359.97,293604.34,293442.09
41.700001,293604.34,293417.53,293603.31,293397.44,293603.31,293364,293604.34,293444.94
41.799999,293604.34,293420.75,293603.31,293400.91,293603.31,293367.97,293604.34,293447.75
41.900002,293604.34,293423.91,293603.31,293404.31,293603.31,293371.84,293604.34,293450.5
42,293604.34,293427.03,293603.31,293407.66,293603.31,293375.66,293604.34,293453.19
42.099998,293604.34,293430.06,293603.31,293410.97,293603.31,293379.44,293604.34,293455.88
42.200001,293604.34,293433.06,293603.31,293414.22,293603.31,293383.12,293604.34,293458.47
42.299999,293604.34,293436.03,293603.31,293417.41,293603.31,293386.78,293604.34,293461.03
42.400002,293604.34,293438.94,293603.31,293420.53,293603.31,293390.34,293604.34,293463.56
42.5,293604.34,293441.78,293603.31,293423.59,293603.31,293393.88,293604.34,293466.06
42.599998,293604.34,293444.59,293603.31,293426.62,293603.31,293397.31,293604.34,293468.5
42.700001,293604.34,293447.34,293603.31,293429.62,293603.31,293400.72,293604.34,293470.88
42.799999,293604.34,293450.06,293603.31,293432.53,293603.31,293404.06,293604.34,293473.22
42.900002,293604.34,293452.72,293603.31,293435.41,293603.31,293407.38,293604.34,293475.53
43,293604.34,293455.34,293603.31,293438.25,293603.31,293410.59,293604.34,293477.81
43.099998,293604.34,293457.91,293603.31,293441.03,293603.31,293413.78,293604.34,293480.06
43.200001,293604.34,293460.44,293603.31,293443.75,293603.31,293416.91,293604.34,293482.25
43.299999,293604.34,293462.94,293603.31,293446.44,293603.31,293420,293604.34,293484.41
43.400002,293604.34,293465.38,293603.31,293449.09,293603.31,293423.03,293604.34,293486.53
43.5,293604.34,293467.78,293603.28,293451.69,293603.31,293426,293604.34,293488.59
43.599998,293604.34,293470.16,293603.28,293454.25,293603.31,293428.94,293604.34,293490.66
43.700001,293604.34,293472.47,293603.28,293456.78,293603.31,293431.81,293604.34,293492.66
43.799999,293604.34,293474.75,293603.28,293459.25,293603.31,293434.66,293604.34,293494.62
43.900002,293604.34,293477,293603.28,293461.66,293603.31,293437.47,293604.34,293496.59
44,293604.34,293479.22,293603.28,293464.06,293603.31,293440.19,293604.34,293498.5
44.099998,293604.34,293481.41,293603.28,293466.41,293603.31,293442.91,293604.34,293500.38
44.200001,293604.34,293483.56,293603.28,293468.72,293603.31,293445.56,293604.34,293502.22
44.299999,293604.34,293485.66,293603.28,293471,293603.28,293448.19,293604.34,293504.03
44.400002,293604.34,293487.72,293603.28,293473.25,293603.28,293450.75,293604.34,293505.81
44.5,293604.34,293489.75,293603.28,293475.44,293603.28,293453.28,293604.34,293507.56
44.599998,293604.34,293491.75,293603.28,293477.59,293603.28,293455.75,293604.34,293509.28
44.700001,293604.34,293493.72,293603.28,293479.72,293603.28,293458.19,293604.34,293510.97
44.799999,293604.34,293495.62,293603.28,293481.81,293603.28,293460.59,293604.34,293512.62
44.900002,293604.34,293497.53,293603.28,293483.88,293603.28,293462.97,293604.34,293514.28
45,293604.34,293499.41,293603.28,293485.88,293603.28,293465.31,293604.34,293515.88
45.099998,293604.34,293501.22,293603.28,293487.88,293603.28,293467.59,293604.34,293517.44
45.200001,293604.34,293503.03,293603.28,293489.81,293603.28,293469.84,293604.34,293519
45.299999,293604.34,293504.81,293603.28,293491.75,293603.28,293472.06,293604.34,293520.53
45.400002,293604.34,293506.56,293603.28,293493.62,293603.28,293474.25,293604.34,293522.03
45.5,293604.34,293508.25,293603.28,293495.5,293603.28,293476.38,293604.34,293523.5
45.599998,293604.34,293509.94,293603.28,293497.31,293603.28,293478.5,293604.34,293524.94
45.700001,293604.34,293511.59,293603.28,293499.12,293603.28,293480.56,293604.34,293526.34
45.799999,293604.34,293513.25,293603.28,293500.88,293603.28,293482.62,293604.34,293527.75
45.900002,293604.34,293514.84,293603.28,293502.62,293603.28,293484.62,293604.34,293529.12
46,293604.34,293516.41,293603.28,293504.31,293603.28,293486.59,293604.34,293530.47
46.099998,293604.34,293517.97,293603.28,293506,293603.28,293488.56,293604.34,293531.81
46.200001,293604.34,293519.47,293603.28,293507.66,293603.28,293490.47,293604.34,293533.09
46.299999,293604.34,293520.97,293603.28,293509.28,293603.28,293492.34,293604.34,293534.38
46.400002,293604.34,293522.44,293603.28,293510.88,293603.28,293494.19,293604.34,293535.62
46.5,293604.34,293523.88,293603.28,293512.44,293603.28,293496,293604.34,293536.88
46.599998,293604.34,293525.31,293603.28,293514,293603.28,293497.81,293604.34,293538.09
46.700001,293604.34,293526.72,293603.28,293515.5,293603.28,293499.56,293604.34,293539.28
46.799999,293604.34,293528.06,293603.28,293517,293603.28,293501.28,293604.34,293540.44
46.900002,293604.34,293529.44,293603.28,293518.47,293603.28,293503,293604.34,293541.59
47,293604.34,293530.75,293603.28,293519.91,293603.28,293504.66,293604.34,293542.72
47.099998,293604.34,293532.06,293603.28,293521.31,293603.28,293506.31,293604.34,293543.81
47.200001,293604.34,293533.34,293603.28,293522.72,293603.28,293507.94,293604.34,293544.91
47.299999,293604.34,293534.59,293603.28,293524.09,293603.28,293509.53,293604.34,293546
47.400002,293604.34,293535.81,293603.28,293525.44,293603.28,293511.09,293604.34,293547.03
47.5,293604.34,293537.03,293603.28,293526.78,293603.28,293512.66,293604.34,293548.06
47.599998,293604.34,293538.25,293603.28,293528.06,293603.28,293514.16,293604.34,293549.09
47.700001,293604.34,293539.41,293603.28,293529.34,293603.28,293515.66,293604.34,293550.09
47.799999,293604.34,293540.56,293603.28,293530.62,293603.28,293517.12,293604.34,293551.06
47.900002,293604.34,293541.69,293603.28,293531.84,293603.28,293518.56,293604.34,293552.03
48,293604.34,293542.81,293603.28,293533.06,293603.28,293520,293604.34,293552.97
48.099998,293604.34,293543.91,293603.28,293534.28,293603.28,293521.41,293604.34,293553.91
48.200001,293604.34,293544.97,293603.28,293535.44,293603.28,293522.78,293604.34,293554.81
48.299999,293604.34,293546.03,293603.28,293536.59,293603.28,293524.12,293604.34,293555.72
48.400002,293604.34,293547.06,293603.28,293537.75,293603.28,293525.44,293604.34,293556.59
48.5,293604.34,293548.09,293603.28,293538.84,293603.28,293526.75,293604.34,293557.44
48.599998,293604.34,293549.09,293603.28,293539.97,293603.28,293528.03,293604.34,293558.28
48.700001,293604.34,293550.09,293603.28,293541.03,293603.28,293529.31,293604.34,293559.12
48.799999,293604.34,293551.06,293603.28,293542.09,293603.28,293530.56,293604.34,293559.94
48.900002,293604.34,293552,293603.28,293543.16,293603.28,293531.78,293604.34,293560.75
49,293604.34,293552.94,293603.28,293544.16,293603.28,293532.97,293604.34,293561.53
49.099998,293604.34,293553.84,293603.28,293545.19,293603.28,293534.16,293604.34,293562.31
49.200001,293604.34,293554.75,293603.28,293546.16,293603.28,293535.31,293604.34,293563.06
49.299999,293604.34,293555.62,293603.28,293547.16,293603.28,293536.47,293604.34,293563.81
49.400002,293604.34,293556.5,293603.28,293548.09,293603.28,293537.59,293604.34,293564.53
49.5,293604.34,293557.34,293603.28,293549.03,293603.28,293538.69,293604.34,293565.25
49.599998,293604.34,293558.19,293603.28,293549.97,293603.28,293539.78,293604.34,293565.97
49.700001,293604.34,293559,293603.28,293550.88,293603.28,293540.84,293604.34,293566.66
49.799999,293604.34,293559.81,293603.28,293551.78,293603.28,293541.91,293604.34,293567.31
49.900002,293604.34,293560.62,293603.28,293552.66,293603.28,293542.94,293604.34,293568
50,293604.34,293561.41,293603.28,293553.5,293603.28,293543.94,293604.34,293568.66
50.099998,293604.34,293562.16,293603.28,293554.34,293603.28,293544.94,293604.34,293569.28
50.200001,293604.34,293562.91,293603.28,293555.19,293603.28,293545.91,293604.34,293569.91
50.299999,293604.34,293563.66,293603.28,293556,293603.28,293546.88,293604.34,293570.53
50.400002,293604.34,293564.38,293603.28,293556.81,293603.28,293547.84,293604.34,293571.12
50.5,293604.34,293565.09,293603.28,293557.59,293603.28,293548.75,293604.34,293571.72
50.599998,293604.34,293565.78,293603.28,293558.38,293603.28,293549.69,293604.34,293572.31
50.700001,293604.34,293566.47,293603.28,293559.12,293603.28,293550.59,293604.34,293572.88
50.799999,293604.34,293567.16,293603.28,293559.88,293603.28,293551.47,293604.34,293573.44
50.900002,293604.34,293567.81,293603.28,293560.62,293603.28,293552.34,293604.34,293574
51,293604.34,293568.47,293603.28,293561.34,293603.28,293553.19,293604.34,293574.53
51.099998,293604.34,293569.09,293603.28,293562.06,293603.28,293554.03,293604.34,293575.06
51.200001,293604.34,293569.72,293603.28,293562.75,293603.28,293554.84,293604.34,293575.59
51.299999,293604.34,293570.34,293603.28,293563.44,293603.28,293555.66,293604.34,293576.09
51.400002,293604.34,293570.94,293603.28,293564.12,293603.28,293556.47,293604.34,293576.59
51.5,293604.34,293571.53,293603.28,293564.78,293603.28,293557.25,293604.34,293577.09
51.599998,293604.34,293572.09,293603.28,293565.41,293603.28,293558.03,293604.34,293577.59
51.700001,293604.34,293572.69,293603.28,293566.06,293603.28,293558.78,293604.34,293578.06
51.799999,293604.34,293573.25,293603.28,293566.69,293603.28,293559.53,293604.34,293578.53
